id_receita;Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;rel_orgao;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%);ano
33;1,24E+13; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 265.573,94;R$ 2.782.386,93;R$ 0,00;0.0;2024
34;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 220,74;R$ 220,74;R$ 0,00;0.0;2024
35;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 222,49;R$ 222,49;R$ 0,00;0.0;2024
36;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 3.332.865,00;R$ 3.332.865,00;R$ 0,00;R$ 0,00;R$ 183.841,60;R$ 183.841,60;R$ 3.332.865,00;5.52;2024
37;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 182,79;R$ 403,53;R$ 0,00;0.0;2024
38;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 281.446,84;R$ 465.288,44;R$ 0,00;0.0;2024
39;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 184,25;R$ 406,74;R$ 0,00;0.0;2024
40;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 189,45;R$ 592,98;R$ 0,00;0.0;2024
41;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 142.849,41;R$ 608.137,85;R$ 0,00;0.0;2024
42;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 190,95;R$ 597,69;R$ 0,00;0.0;2024
43;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 278,63;R$ 876,32;R$ 0,00;0.0;2024
44;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 116.960,81;R$ 725.098,66;R$ 0,00;0.0;2024
45;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.443,54;R$ 5.036,52;R$ 0,00;0.0;2024
46;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 312,57;R$ 5.349,09;R$ 0,00;0.0;2024
47;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 124.466,13;R$ 849.564,79;R$ 0,00;0.0;2024
48;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 320,84;R$ 1.197,16;R$ 0,00;0.0;2024
49;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 305,79;R$ 1.502,95;R$ 0,00;0.0;2024
50;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 861,65;R$ 6.210,74;R$ 0,00;0.0;2024
51;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 97.435,79;R$ 947.000,58;R$ 0,00;0.0;2024
52;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 81.357,77;R$ 1.028.358,35;R$ 0,00;0.0;2024
53;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 352,35;R$ 1.855,30;R$ 0,00;0.0;2024
54;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;-R$ 418,91;R$ 5.791,83;R$ 0,00;0.0;2024
55;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 101.472,82;R$ 1.129.831,17;R$ 0,00;0.0;2024
56;1,32E+13; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Rec. de Remun. Dep. Banc/Vinculados- Recursos do FNDE/PNATE; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 405,38;R$ 2.260,68;R$ 0,00;0.0;2024
57;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 229,00;R$ 6.020,83;R$ 0,00;0.0;2024
58;1,32E+13; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; ; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Não se aplica; Remun. Dep. Banc. Transf. União Sec. Prot. e Defesa Civil - Ajuda Humanitária; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 221,03;R$ 6.241,86;R$ 0,00;0.0;2024
59;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 91.923,51;R$ 1.221.754,68;R$ 0,00;0.0;2024
